Nazwisko aktualne,Liczba
OSTASZEWSKI,2123
JELEŃ,2122
MALCZEWSKI,2122
MOTYL,2122
JEŻ,2121
DĘBICKI,2117
DAWID,2115
WOJTKOWSKI,2112
MILER,2111
OGRODNIK,2110
SAKOWSKI,2110
SZLACHTA,2107
KUSZ,2105
MATUSZCZAK,2100
MAJER,2098
KULIGOWSKI,2094
STADNIK,2094
WIATR,2092
IWANIUK,2090
SARNA,2090
SZAFRANIEC,2090
KUDŁA,2088
POPIOŁEK,2088
BLOCH,2086
CZERWONKA,2080
MĄKA,2078
SYNOWIEC,2078
SOROKA,2077
MATYJA,2075
PUZIO,2074
BAŁDYGA,2073
JARECKI,2073
MOSKWA,2072
CIEŚLIŃSKI,2068
DUDKIEWICZ,2068
SAGAN,2065
BADURA,2064
ŁUCZYŃSKI,2064
CZARNY,2063
RUSINEK,2061
ZATORSKI,2061
ZAŁĘSKI,2057
ANTONIUK,2054
BOGACKI,2054
JAKUBCZAK,2054
KARBOWSKI,2054
GANCARZ,2053
PLUCIŃSKI,2052
ROZMUS,2051
KONDRACKI,2049
KUPCZYK,2045
DEPTUŁA,2044
KOSIOR,2043
STRZELEC,2043
WOJNOWSKI,2043
CYRAN,2042
SAVCHUK,2040
KUNICKI,2039
SUCHODOLSKI,2039
BĘBEN,2035
POPEK,2034
MIELNIK,2033
CHRUŚCIEL,2032
MATEJA,2031
KARASIŃSKI,2030
STACH,2029
GRZEGORZEWSKI,2027
SZMIDT,2027
BOCHEŃSKI,2026
FORMELA,2026
PRZYGODA,2026
MIROWSKI,2024
POZNAŃSKI,2023
SIWAK,2023
TRAWIŃSKI,2023
BORECKI,2022
SĘKOWSKI,2022
WIDERA,2021
MADEJSKI,2016
MROZIŃSKI,2015
BOROWICZ,2013
PACIOREK,2011
FRYDRYCH,2010
MIKOŁAJEWSKI,2008
WĄSOWICZ,2007
KOSIOREK,2005
JELONEK,2004
WOLAŃSKI,2004
KROK,2003
MYSZKA,2002
NIEDŹWIEDŹ,2002
BOGDANOWICZ,2001
BRYK,1999
ŁĄCKI,1999
KLIŚ,1998
KRAWCZYŃSKI,1993
KWAŚNIAK,1993
PYKA,1993
JÓZEFOWICZ,1989
ŻELAZNY,1989
CZAPLICKI,1988
DYLEWSKI,1988
CZAPSKI,1987
TOBIASZ,1987
GAJOS,1986
OGONOWSKI,1986
SAJDAK,1986
SIUDA,1986
KĘPIŃSKI,1985
GROMEK,1984
BARCZYK,1981
BIEGAŃSKI,1981
HOFMAN,1976
RATAJ,1976
WOJNAROWSKI,1975
KARWACKI,1973
BORUCKI,1972
PŁACZEK,1972
JANIEC,1970
RUSZKOWSKI,1969
KOTARSKI,1966
KUNA,1966
BARTOSIAK,1964
PIRÓG,1964
FABISIAK,1962
KRASOŃ,1962
BOROWIECKI,1961
JEŻEWSKI,1961
PANKOWSKI,1961
ŁUKOMSKI,1960
ZAJKOWSKI,1957
PODOLSKI,1954
LACHOWSKI,1951
STARZYŃSKI,1950
ZDROJEWSKI,1949
BOGUSZEWSKI,1948
KURKOWSKI,1946
KOSSAKOWSKI,1945
OLEKSIAK,1945
KUŁAKOWSKI,1944
KUTA,1944
WIKTOR,1944
MELNYCHUK,1942
WĄS,1942
PIENIĄŻEK,1937
KOCUR,1935
SOBKOWIAK,1935
KUBALA,1934
BAŃKOWSKI,1933
KOC,1933
SZUMSKI,1933
ĆWIEK,1930
MYSZKOWSKI,1930
ZDANOWICZ,1930
CABAN,1927
KOTOWICZ,1927
KORCZYŃSKI,1926
POPOV,1925
MISIEWICZ,1922
MROZIK,1922
SZNAJDER,1922
KASPROWICZ,1920
ROLA,1916
BUDNIK,1915
KISIELEWSKI,1915
RACHWAŁ,1913
GÓRZYŃSKI,1912
KOŁEK,1912
WIERZBOWSKI,1912
KOZUB,1909
ŁYSIAK,1907
TWOREK,1907
HAŁAS,1905
OLESZCZUK,1904
JASKUŁA,1903
KUŹMIŃSKI,1903
PACH,1899
PISKORSKI,1899
PACEK,1898
JAROCKI,1897
SROCZYŃSKI,1897
LISEK,1895
GLINKA,1894
LABUDA,1894
NYKIEL,1893
LUBIŃSKI,1892
JANIKOWSKI,1891
TARKOWSKI,1891
BIELICKI,1890
DAWIDOWICZ,1890
KILIAN,1890
OLESIŃSKI,1889
ZADROŻNY,1889
KUBAS,1888
POKORSKI,1887
JANKIEWICZ,1884
SKUPIEŃ,1883
WLAZŁO,1883
TOMASZEK,1882
ZIAJA,1882
MIELEWCZYK,1880
SAWCZUK,1880
GUZEK,1879
KRASIŃSKI,1879
WYSOKIŃSKI,1877
BAJOR,1876
BOGUSŁAWSKI,1875
KUPIS,1875
ŁATA,1875
RYBCZYŃSKI,1874
MARCZYK,1873
MITURA,1873
GŁOWACZ,1871
KOCH,1871
WALKIEWICZ,1869
WOJEWODA,1868
ŻMIJEWSKI,1867
RZEŹNIK,1866
KUŹNIAR,1865
POŚPIECH,1865
BOCIAN,1864
ŻOCHOWSKI,1864
KAWCZYŃSKI,1863
PTASZYŃSKI,1863
SKRZYŃSKI,1863
GUZOWSKI,1862
NOCOŃ,1862
PIECHOWIAK,1861
PRZYBYŁEK,1860
ZAJDEL,1858
GŁUCHOWSKI,1856
MATUSZEK,1855
GONDEK,1854
MROZOWSKI,1852
STAWSKI,1852
NOWOSIELSKI,1851
SKRZYPIEC,1851
SAMBORSKI,1850
JACH,1849
KUPCZAK,1848
KARPOWICZ,1847
ZWIERZCHOWSKI,1846
MAĆKOWSKI,1845
NOSEK,1845
CHOIŃSKI,1840
KICIŃSKI,1837
STANKOWSKI,1837
OLEK,1835
SPYCHALSKI,1831
OZIMEK,1830
HEBDA,1829
ŻBIKOWSKI,1828
BORAWSKI,1825
CISZEK,1825
DZIK,1825
MARCZUK,1825
DZIĘCIOŁ,1824
KULKA,1823
ŁUKAWSKI,1823
MOMOT,1823
SŁOWIKOWSKI,1823
SOSNA,1822
CISEK,1821
JODŁOWSKI,1819
SZMYT,1819
CYWIŃSKI,1818
CAŁKA,1817
ŁUKASIAK,1816
POŁEĆ,1815
WOJNAR,1814
BIEDRZYCKI,1813
FORTUNA,1813
BOROWY,1812
ANIOŁ,1811
ZABIELSKI,1811
CHOLEWIŃSKI,1810
WOŹNICKI,1810
DRZAZGA,1807
SOBIERAJSKI,1807
PAWŁOWICZ,1806
SOJA,1805
GRABIEC,1804
PLATA,1802
DOMINIK,1801
ROGUSKI,1801
HINC,1800
TABAKA,1798
ABRAMCZYK,1796
ADAMCZUK,1791
KOBIELA,1791
ŁOBODA,1789
SZEWC,1788
KUKLIŃSKI,1782
ROZWADOWSKI,1782
SUŁEK,1779
SŁOTA,1778
STAWARZ,1777
WINKLER,1774
BARCZAK,1772
PATYK,1772
ROMAŃCZUK,1772
KUCZERA,1771
LASKA,1770
MOKRZYCKI,1769
GAWŁOWSKI,1766
KOPKA,1766
DURAJ,1765
LISZEWSKI,1765
ABRAMOWICZ,1763
MACIEJCZYK,1763
PŁACHTA,1763
STARCZEWSKI,1762
PIASKOWSKI,1760
WALICKI,1759
DZIĘGIELEWSKI,1758
PIWOŃSKI,1758
PRZYBYLAK,1758
KNOP,1757
KUŚNIERZ,1757
POLKOWSKI,1757
PRZYBYŁO,1757
PAWLACZYK,1756
SKUZA,1756
WOJTYSIAK,1756
KALISZEWSKI,1754
GIERSZEWSKI,1753
ROWIŃSKI,1752
GAWĘDA,1749
KĘDRA,1749
KĘDZIA,1746
KURIATA,1746
FORNAL,1745
PŁÓCIENNIK,1741
POPIEL,1740
WICHER,1739
FILIPOWSKI,1738
GÓRCZYŃSKI,1737
GUTKOWSKI,1737
KOZIKOWSKI,1736
SAS,1736
GIBAS,1735
JAKUBIK,1735
JANECKI,1735
CELIŃSKI,1733
FLORCZYK,1732
POKORA,1732
ROGULSKI,1732
DĘBIŃSKI,1731
IGNACZAK,1731
MELLER,1727
POLOK,1727
SIEMIŃSKI,1727
DEPTA,1726
RYNKIEWICZ,1726
DYBOWSKI,1725
DOPIERAŁA,1722
SZCZĘCH,1721
WILKOWSKI,1721
PAWEŁEK,1720
LEJA,1719
ŁADA,1719
STAWIARSKI,1719
ZELEK,1719
CZARNOWSKI,1718
KWAŚNIK,1718
KLIMOWICZ,1717
CABAJ,1714
MARCINEK,1714
ŻACZEK,1714
BARSZCZEWSKI,1712
PŁUCIENNIK,1712
JASIAK,1710
MIŁEK,1710
PIECUCH,1709
PIWKO,1709
KRYGIER,1707
WIATROWSKI,1707
PIEKARCZYK,1706
ĆWIKŁA,1705
PNIEWSKI,1704
BANASZKIEWICZ,1703
ANDRZEJAK,1700
KALICKI,1700
MIODUSZEWSKI,1700
PAWLUS,1699
WALASEK,1699
ZAWADKA,1699
OBARA,1697
BINKOWSKI,1695
BIŃKOWSKI,1695
LUPA,1695
KOSEK,1693
ŁUKOWSKI,1693
RUDENKO,1692
SAK,1692
WALASZCZYK,1692
ADAMKIEWICZ,1691
FILA,1690
WARDA,1690
ZDANOWSKI,1690
SWOBODA,1689
KULCZYCKI,1687
MUZYKA,1687
JANOWICZ,1686
POŹNIAK,1686
VOLOSHYN,1684
ZIENKIEWICZ,1684
GONTARZ,1683
PANKIEWICZ,1683
SAŁATA,1682
FORYŚ,1681
JAROSIŃSKI,1681
JANUSZKIEWICZ,1679
GOŁDA,1678
KUR,1677
PUSTELNIK,1677
SZEWCZAK,1677
JASEK,1676
CHMIELECKI,1674
JUREWICZ,1674
MIAZGA,1674
CHRZĄSZCZ,1673
FRĄCKIEWICZ,1673
KOWNACKI,1673
NIZIOŁEK,1673
SOBIECH,1673
BADOWSKI,1672
ŻABIŃSKI,1672
KOWALKOWSKI,1671
NARLOCH,1671
SIEŃKO,1671
KUFEL,1669
SZPAKOWSKI,1668
ISKRA,1667
SASIN,1667
CHUDZIŃSKI,1666
KUKUŁA,1666
LYSENKO,1665
MOŚCICKI,1665
DEMBIŃSKI,1664
MOSZCZYŃSKI,1664
PLISZKA,1664
PIETRUCHA,1662
SOBALA,1661
WSZOŁEK,1661
KLICH,1659
KOŻUCH,1659
PASIEKA,1659
DOMIN,1658
LENARTOWICZ,1658
ZIOBRO,1658
BALIŃSKI,1657
GIERCZAK,1657
GŁUSZEK,1656
MARCHENKO,1653
KOŚMIDER,1652
MATYSEK,1652
STEFANOWSKI,1652
BIENIAS,1651
DUTKA,1651
MAŁACHOWSKI,1651
TERLECKI,1651
KRZEMIEŃ,1649
CHLEBOWSKI,1648
KWAPISZ,1648
STASIUK,1647
KAZIMIERSKI,1646
MLECZKO,1646
MRUK,1646
OPALIŃSKI,1646
SOŁTYSIK,1646
BONIECKI,1645
JASIK,1644
SKRZYPCZYK,1644
SKOTNICKI,1643
HAVRYLIUK,1642
DANILUK,1641
KLIMCZYK,1641
MAKSYMIUK,1641
GŁODEK,1640
ŚWITALSKI,1640
BĄCZKOWSKI,1639
SAŁEK,1639
KOŚCIELNY,1637
SAMSEL,1636
WOLANIN,1636
PIKUŁA,1635
SZYDŁO,1635
KLESZCZ,1633
PIECHOWSKI,1633
KACPERSKI,1631
LIGĘZA,1631
SOLARZ,1629
PEPLIŃSKI,1628
BROŻYNA,1627
SZMIT,1626
KORALEWSKI,1625
KRZYŻANIAK,1625
BARTOSZ,1623
ŚWIĘCICKI,1623
GWIZDAŁA,1621
PARZYCH,1621
STASIK,1621
BARTOSZEWICZ,1620
MANIA,1620
SHVETS,1617
RUTA,1616
CZOP,1615
CZERNIAWSKI,1612
PIELA,1611
GAWRYŚ,1609
KASIŃSKI,1609
RYSZKA,1609
SAVCHENKO,1609
KAIM,1607
KONKOL,1607
SOBOL,1607
GRABIŃSKI,1606
WANAT,1606
PONIATOWSKI,1605
SARNECKI,1604
ROSTKOWSKI,1603
FICEK,1602
DRAGAN,1601
BIL,1600
IDZIKOWSKI,1600
OCHMAN,1600
SADŁOWSKI,1600
BĘBENEK,1599
CICHOWSKI,1599
KUŁAGA,1599
PAWEŁCZYK,1599
BAŃKA,1598
IGNASIAK,1598
NIEDBAŁA,1598
DRAB,1597
MATKOWSKI,1597
KANTOR,1596
ZDUŃCZYK,1596
PIECHA,1595
KLIMKIEWICZ,1593
JURGA,1592
GÓRNIK,1590
LECHOWICZ,1590
KOPIEC,1589
SIWIŃSKI,1589
ŚWINIARSKI,1589
MICHALEC,1588
BARNAŚ,1585
PALKA,1585
KOSAKOWSKI,1584
KRZYSZTOFIK,1584
OKOŃSKI,1583
OLEJARZ,1579
RZEPA,1579
KŁAK,1578
DOMARADZKI,1577
SZYMBORSKI,1576
KARWAT,1575
KOSECKI,1574
URBANIK,1572
BAJER,1571
CIESZYŃSKI,1571
DUDKA,1570
ORLIK,1568
BORZĘCKI,1566
PRUSAK,1566
ORLIŃSKI,1565
BASIŃSKI,1564
ŁOZIŃSKI,1564
MACIAK,1564
WILCZAK,1564
CIEŚLAR,1563
PORADA,1562
ULATOWSKI,1561
KIERZKOWSKI,1560
KUŹNIK,1560
SŁABY,1560
BŁASIAK,1558
POLAKOWSKI,1558
SZYMURA,1558
BABIŃSKI,1557
SYPNIEWSKI,1557
SZCZĘŚNIAK,1557
GRAD,1553
MACHAJ,1553
SADKOWSKI,1553
BOMBA,1552
JAGIEŁA,1552
JABŁONOWSKI,1551
MAJCHROWSKI,1551
JAWOROWSKI,1549
WĄTROBA,1549
CZARNIK,1548
PRZYBOROWSKI,1547
TARGOSZ,1545
TOCZEK,1545
ZARZECKI,1545
KACPRZYK,1543
MUSIELAK,1543
BOCZEK,1542
JARZĄB,1541
KOROL,1538
SKOCZEŃ,1538
LEWKOWICZ,1537
ŁUKASZCZYK,1537
WINIARCZYK,1537
CHĘCIŃSKI,1536
BRYL,1534
BRZÓSKA,1532
PŁOTKA,1532
KUSTRA,1531
ROJEWSKI,1531
GRUSZECKI,1530
JASZCZUK,1530
SÓJKA,1530
ŻYDEK,1530
JURASZEK,1529
KĄDZIOŁKA,1529
KRYŃSKI,1529
PALIWODA,1529
STEFANOWICZ,1528
GAWIN,1527
KASPRZYCKI,1527
JÓZEFIAK,1524
KLEPACKI,1524
WAWER,1524
WIKTOROWICZ,1524
DYRDA,1523
KĄDZIELA,1523
KORYCKI,1522
ZĄBEK,1522
TYSZKA,1521
KISZKA,1520
SABAT,1520
NAPORA,1519
JAGŁA,1517
SUSZEK,1517
GRALAK,1516
MRÓWKA,1516
CHMIELOWIEC,1515
MYŚLIŃSKI,1515
WACHOWICZ,1515
GŁUCH,1514
KARBOWIAK,1514
ZHUK,1514
CICHECKI,1513
GIEMZA,1513
MIERNIK,1513
WOJTAŚ,1512
PAVLIUK,1510
FIRLEJ,1509
KRZYWDA,1509
MICKIEWICZ,1508
KUSHNIR,1507
MOCZULSKI,1507
WALA,1507
JARZYNA,1506
GŁÓD,1505
PIETRASIK,1505
SPYRA,1504
MAMEDOV,1503
GALANT,1502
SUDER,1501
ŚWISTAK,1501
NIKIEL,1500
BOCZKOWSKI,1498
KALEMBA,1498
SUKIENNIK,1498
BURAK,1497
BYKOWSKI,1496
KOTECKI,1495
PETRENKO,1495
PETROV,1495
OSIAK,1493
BAŁA,1492
STEFANIUK,1492
GRALA,1491
KOPERSKI,1490
SOBIECKI,1489
ŻYWICKI,1489
BRZOSTEK,1488
CISOWSKI,1487
CZERNIK,1487
KONIK,1486
CHRZAN,1484
LIPOWSKI,1484
KOCOT,1483
PODOLAK,1483
LEE,1481
SŁOMSKI,1479
TAŃSKI,1479
WRONKA,1479
SKWARA,1478
KACZMARZYK,1477
TYSZKIEWICZ,1477
JOPEK,1476
KUŚMIERCZYK,1476
SUWAŁA,1476
ZYŚK,1474
GĘBALA,1472
GOŁDYN,1470
KOCIOŁEK,1470
KUŚMIERZ,1470
MNICH,1470
POGODA,1470
RADZIK,1470
CZERNECKI,1468
PRZYTUŁA,1468
KLOCEK,1467
POLOCZEK,1467
STEFAŃCZYK,1467
BALCER,1465
PIETKIEWICZ,1465
WŁODARCZAK,1465
ANTOSIK,1464
BAJOREK,1463
BIAŁOWĄS,1461
CIOSEK,1460
CHROSTOWSKI,1459
SIWIK,1459
DMOCHOWSKI,1458
KUŁAK,1458
LANGNER,1458
SZERSZEŃ,1458
MIOTK,1457
BATKO,1456
GODEK,1456
KWIDZIŃSKI,1456
PAWLUK,1455
PŁAZA,1455
RAPACZ,1455
SZMIGIEL,1455
FILIPKOWSKI,1454
KRUPSKI,1454
KRZYŻAK,1454
PIETRASZEK,1454
ROKOSZ,1454
GRĄDZKI,1452
RODZIEWICZ,1452
GINTER,1451
KOTWICA,1450
PABIAN,1449
PIÓRO,1448
STAŚKIEWICZ,1448
TĘCZA,1448
GOŁAWSKI,1447
DEJA,1446
MÜLLER,1446
PAWELCZYK,1446
KRET,1445
KRZYWICKI,1445
JAŻDŻEWSKI,1444
WASIK,1444
BĘDKOWSKI,1441
BUTKIEWICZ,1441
SULIMA,1441
BOLEK,1440
CIECHANOWSKI,1440
KRYSZTOFIAK,1440
ORLIKOWSKI,1440
PODSIADŁY,1440
WENTA,1440
ŁĘCKI,1439
SZYSZKO,1439
JAŃCZAK,1438
CHYŁA,1436
WOJTALA,1436
FEDOROWICZ,1434
STARZYK,1434
STAROSTA,1433
STRUZIK,1432
DZIUBEK,1431
MICHNA,1431
ŻÓŁTOWSKI,1431
MISZCZUK,1429
TALAGA,1428
ANDRUSZKIEWICZ,1427
MIŁKOWSKI,1427
PACHOLSKI,1427
PIETRUSZEWSKI,1427
GRZESZCZAK,1426
JAREK,1425
MĄCZYŃSKI,1425
PRZYWARA,1424
KURZEJA,1423
RUSAK,1423
HUK,1422
OBRĘBSKI,1422
PYTLIK,1422
KASZA,1421
KRYNICKI,1421
RUSIECKI,1421
BRZOZA,1420
ŁAGOWSKI,1420
DEREŃ,1419
PIEKUT,1419
PUDŁO,1419
FRANCZYK,1417
CHORNYI,1416
WEGNER,1416
BARTOSZEWSKI,1414
ŁASKI,1414
TYCZYŃSKI,1414
BRZEZICKI,1413
KORCZ,1412
PASZKO,1412
KARBOWNIK,1410
KAPAŁA,1409
KOTAS,1409
ZAWIERUCHA,1409
GUCWA,1408
KLYMENKO,1408
KOSTIUK,1408
SZCZEPKOWSKI,1408
GORZKOWSKI,1407
KMITA,1407
FISZER,1406
PAŁASZ,1406
BOROWIK,1405
KUCZKOWSKI,1405
KACZKOWSKI,1404
KOCIK,1404
ŁOJEK,1404
ŻABA,1404
MARCHUK,1403
MŁYŃSKI,1403
TARNAWSKI,1403
WOŁOWIEC,1402
ŚWIDEREK,1401
KURPIEWSKI,1399
GÓRNICKI,1398
PTASZEK,1398
KUKIEŁKA,1397
BARYŁA,1396
GÓŹDŹ,1395
SCHULZ,1395
KOSICKI,1392
KUBIŃSKI,1392
KULAK,1392
STOLAREK,1392
JEDLIŃSKI,1391
MALCZYK,1391
GOŹDZIK,1389
WASILUK,1389
SZABLEWSKI,1388
WASZCZUK,1388
GRUBA,1387
SADŁO,1387
SMAGA,1386
ŻĄDŁO,1386
BARTKIEWICZ,1385
RICHTER,1384
REGULSKI,1382
SOBECKI,1382
RAWSKI,1381
STRZYŻEWSKI,1381
WIERZBA,1381
CHMIELOWSKI,1380
GRONOWSKI,1380
BARTOS,1379
CHODOROWSKI,1379
HUMENIUK,1379
KOCOŃ,1379
NOWIK,1379
STANIK,1379
NIEWĘGŁOWSKI,1378
GĘBSKI,1377
OLKOWSKI,1376
ROGACKI,1376
GOLIK,1375
LIPA,1375
PAVLENKO,1375
RAFALSKI,1375
NOWOSAD,1374
SKRZYNIARZ,1374
JANCZEWSKI,1371
PAŁYS,1371
SKOCZEK,1371
JĘDRZEJAK,1370
NĘDZA,1370
JARZYŃSKI,1368
LESIŃSKI,1368
WĄCHAŁA,1367
BLICHARZ,1366
ZIÓŁEK,1366
CIEPLIŃSKI,1365
KONIOR,1365
KROPIDŁOWSKI,1365
ZWIERZYŃSKI,1365
CEGIELSKI,1364
SAWA,1364
SZAŁKOWSKI,1364
MALIŃSKI,1363
KIEDROWSKI,1362
LIBERA,1362
PAKULSKI,1362
GNIADEK,1361
RZESZUTEK,1361
IDZIAK,1358
KARP,1358
MIELNICZUK,1357
PERZ,1356
PTASIŃSKI,1355
FĄFARA,1354
KĘSKA,1354
KRAWCZAK,1353
FRYC,1352
KURDZIEL,1352
LISIAK,1352
DRĄŻEK,1351
JAMROZIK,1351
KRASNODĘBSKI,1351
MIGDAŁ,1351
WALKOWSKI,1351
MACHURA,1350
MAKOWIECKI,1350
SARZYŃSKI,1350
ROMANOWICZ,1349
STARZEC,1349
DMOWSKI,1348
KASZUBOWSKI,1348
BRYŚ,1347
STEPANIUK,1347
ŚMIAŁEK,1347
CZECHOWICZ,1346
SAKOWICZ,1346
WIĘCŁAW,1346
ZAMOJSKI,1346
KIJEWSKI,1345
SZCZECIŃSKI,1345
WIEWIÓRA,1345
JELIŃSKI,1344
MRÓWCZYŃSKI,1344
MARSZAŁ,1343
ŻYGADŁO,1343
AUGUSTYNOWICZ,1342
KOCHAN,1342
KOŁTUN,1341
SULEJ,1340
BORUTA,1339
KULYK,1339
MOŻDŻEŃ,1339
KRYCZKA,1338
WOJCIESZAK,1338
BRZÓZKA,1337
STYŚ,1337
SZREDER,1337
WAŻNY,1337
NIEWIŃSKI,1336
JAKUBEK,1335
KOBIAŁKA,1335
CZEKAŁA,1334
MATUSZCZYK,1334
RĘBISZ,1334
KMIECIAK,1332
CZEKALSKI,1331
GRZEGOREK,1331
GAPIŃSKI,1330
JURA,1330
KONIECZKA,1330
KOTŁOWSKI,1330
BUJNOWSKI,1329
DZWONKOWSKI,1329
OPAŁKA,1329
ŚMIETANA,1329
MADEJA,1328
SKARŻYŃSKI,1328
BACZEWSKI,1326
WALCZUK,1326
KRAVETS,1325
WOJTAL,1324
WOLF,1324
KUZMENKO,1323
PROKOPOWICZ,1322
ŚWIĘTEK,1322
DĘBEK,1321
STROJNY,1321
ŁUPIŃSKI,1320
MARCZYŃSKI,1320
BŁAŻEJCZYK,1319
BIGOS,1318
DZIADOSZ,1318
MAGDZIARZ,1318
PALACZ,1317
CZARKOWSKI,1316
KAPŁON,1316
MICHNIEWICZ,1316
LANGER,1315
STACHYRA,1315
STRZAŁKA,1314
BIZOŃ,1313
MURZYN,1313
RYDZ,1313
SZYMKIEWICZ,1313
ŻUROWSKI,1313
GABOR,1312
KARASIEWICZ,1311
KOLIŃSKI,1311
CYBULA,1310
GACA,1309
WĄDOŁOWSKI,1309
MIŁOSZ,1307
OKRÓJ,1307
PACYNA,1307
BAR,1306
KRAUS,1306
MATUŁA,1306
DANIELEWICZ,1305
SIELSKI,1305
ZANIEWSKI,1305
NIEDŹWIEDZKI,1304
ŁUKASZUK,1303
GRAJEWSKI,1302
GUZY,1302
DZIUBIŃSKI,1301
LUBAŃSKI,1301
MAŁKIEWICZ,1301
WOŁEK,1301
BAJ,1299
CIECIERSKI,1298
KLIMKOWSKI,1298
DOROSZ,1297
FIJOŁEK,1297
KRYSIŃSKI,1297
TKACH,1297
MAŚLAK,1296
OLSZOWY,1295
GOŚCINIAK,1294
PUDEŁKO,1294
RADZIEJEWSKI,1294
PAŁCZYŃSKI,1293
SOKALSKI,1293
SKAWIŃSKI,1292
SKÓRKA,1292
WOCH,1292
GĘBKA,1291
PELCZAR,1291
SŁOMA,1291
PSZCZÓŁKOWSKI,1290
BŁOCH,1289
JAWOREK,1289
MIKRUT,1289
GRUCHAŁA,1288
MATYS,1288
MAZGAJ,1287
CZOPEK,1286
STRÓŻYK,1286
LATOS,1284
FIC,1283
LIZAK,1283
ŚMIGIEL,1283
GROMADZKI,1282
HAWRYLUK,1282
PAROL,1282
RYGIELSKI,1282
SIEKIERSKI,1282
STĘPIŃSKI,1282
GAIK,1281
GREŃ,1281
KŁYS,1281
MICHTA,1281
POTRYKUS,1280
WYKA,1280
KOŹLIK,1279
KALATA,1278
LEVCHENKO,1278
TYBURSKI,1278
OCZKOWSKI,1277
SURMACZ,1277
DOBEK,1276
FURMANEK,1276
JANECZKO,1275
KARCZMARCZYK,1275
PRUSZYŃSKI,1274
WALASZEK,1274
KURZYŃSKI,1273
POTOCZNY,1273
KUMOR,1272
GRZĘDA,1271
REKOWSKI,1270
BACH,1269
CZERSKI,1269
JAROSZEK,1269
ARCISZEWSKI,1268
PADUCH,1268
RYCHTER,1268
GAŁEK,1266
KULCZYŃSKI,1266
BUCZAK,1264
GRZANKA,1264
KOLANO,1263
RADOŃ,1263
WOJTKIEWICZ,1263
BARSKI,1262
BRZYSKI,1262
GALUS,1262
JAROSZEWICZ,1262
SŁUPSKI,1262
BARTYZEL,1261
NOGAJ,1261
BIEGUN,1260
CHABOWSKI,1260
SIECZKA,1260
KOVALOV,1259
PASTUSZAK,1259
POMORSKI,1259
PROKOPIUK,1259
STOPKA,1259
GALA,1258
JUSZKIEWICZ,1258
BOICHUK,1257
RUTKA,1257
ROSÓŁ,1256
ADAMOWSKI,1255
BABICZ,1255
PALUSZKIEWICZ,1255
SOSZYŃSKI,1255
BŁASZKOWSKI,1254
KABAT,1254
KUĆ,1254
PŁOŃSKI,1254
OCHOCKI,1253
BONK,1252
KOTULA,1252
NAKONIECZNY,1251
SIEK,1251
STANIEK,1251
ŁUNIEWSKI,1249
PALA,1249
SKÓRSKI,1249
ŻYŁKA,1249
JANOTA,1248
WALTER,1248
BAZAN,1247
CIURA,1247
MIGAS,1247
POWROŹNIK,1247
RAJSKI,1246
FIEDOROWICZ,1245
KUBAT,1243
DOLECKI,1242
NAWARA,1241
ŁABĘDZKI,1240
KONEFAŁ,1239
PONOMARENKO,1238
TKOCZ,1238
DRZYMAŁA,1237
ŁOPATA,1237
VASYLENKO,1237
BISKUPSKI,1236
KWIEK,1236
LAZAR,1236
TARCZYŃSKI,1236
KLECHA,1235
REK,1235
GURGUL,1234
CEGLAREK,1233
MARCISZ,1233
WENCEL,1233
BUCKI,1231
GRADOWSKI,1231
KUBERA,1231
PRZYBYŁOWSKI,1231
CIUPA,1230
DUDZIC,1229
GÓRAK,1229
KARDAS,1227
KIJAK,1227
SZYMONIAK,1227
WANG,1227
SOBIESKI,1226
TREDER,1226
KASPERCZYK,1225
SZABŁOWSKI,1225
CIBOROWSKI,1224
KARDASZ,1224
WISZOWATY,1224
KONDRATIUK,1223
FIGURSKI,1222
GARBOWSKI,1222
IDZIK,1222
RACZEK,1222
GŁĘBOCKI,1221
ZACHARSKI,1221
HOPPE,1220
MASTERNAK,1220
WIERCIŃSKI,1220
BAKALARZ,1219
KUBIŚ,1219
MARCHLEWSKI,1219
RÓŻALSKI,1219
SMOLAK,1219
SOLIŃSKI,1219
WAJS,1218
WOŹNICZKA,1218
WRZESZCZ,1218
ZIEMIŃSKI,1218
BRZOSTOWSKI,1217
DURKA,1216
JASZCZAK,1216
KONKEL,1216
KUPKA,1216
NIZIOŁ,1216
WEISS,1216
BĄCZYK,1214
GRZYWA,1214
SYDORENKO,1214
DOMBROWSKI,1213
KOCJAN,1213
SMOLARCZYK,1213
CZARNIECKI,1211
PAŹDZIOR,1211
BANASZCZYK,1210
FOLTYN,1210
KONARZEWSKI,1210
BRODZIŃSKI,1209
KOPAŃSKI,1209
MACIOŁEK,1209
KRAMARZ,1208
SIDOROWICZ,1207
KARPIUK,1206
LEHMANN,1206
SITKOWSKI,1206
STAŃKO,1206
FRONTCZAK,1205
KURAS,1205
MAZUROWSKI,1205
WIĘCH,1205
ZAPART,1205
BYCZKOWSKI,1204
RAJEWSKI,1204
BUJALSKI,1203
JAROMIN,1203
TOMASIAK,1203
RUSZCZYK,1202
STRUGAŁA,1202
ŚWIĘCH,1202
DOMŻALSKI,1201
SZYDLIK,1201
KLUCZYŃSKI,1200
MRZYGŁÓD,1200
TALAREK,1200
MATRAS,1198
STRĄCZEK,1198
KHARCHENKO,1197
MROŻEK,1197
