Nazwisko aktualne,Liczba
ZOLICHOWSKA,6
ZOLOTARIOVA,6
ZOLOWSKA,6
ZOŁOCIŃSKA,6
ZOMBERT,6
ZOMBROWSKA,6
ZOMCHAK,6
ZONDAG,6
ZONEWSKA,6
ZONIUK,6
ZORIICHUK,6
ZORILA,6
ZORYK,6
ZORYLO,6
ZOTKO,6
ZOTÓW,6
ZOWIĄZEK,6
ZOYKE,6
ZOZULOVA,6
ZRĘDA,6
ZROMBKOWSKA,6
ZUBAKHINA,6
ZUBAKINA,6
ZUBALEVYCH,6
ZUBARYEVA,6
ZUBASHCHENKO,6
ZUBASHEVA,6
ZUBATA,6
ZUBCZYĆ,6
ZUBEI,6
ZUBEIKO,6
ZUBERMAN,6
ZUBIASHVILI,6
ZUBIKOWSKA,6
ZUBREI,6
ZUBREICHUK,6
ZUBRITSKA,6
ZUGEHOER,6
ZÜGER,6
ZUHAN,6
ZUKTEROWSKA,6
ZULPA,6
ZURABIANI,6
ZURAWSKA,6
ZUROVAC,6
ZUSZCZYK,6
ZUZMAK,6
ZVARYCHOVYCH,6
ZVEIKO,6
ZVELINDOVSKA,6
ZVIAGINTSEVA,6
ZVIEZDINA,6
ZVIRIANSKA,6
ZVIRKOVSKA,6
ZVOZDETSKA,6
ZWEIFLER,6
ZWICKER,6
ZWIECZOROWSKA,6
ZWIEJSKA,6
ZWINDOWSKA,6
ZWINOGRODZKA,6
ZWIRKO,6
ZWIRNER,6
ZWIZŁO,6
ZWONEK,6
ZWONIAREK,6
ZWOŹNY,6
ZYBALOVA,6
ZYBLIKEVYCH,6
ZYBTSEVA,6
ZYC,6
ZYCHER,6
ZYCHSKA,6
ZYGACKA,6
ZYGMUNIAK,6
ZYGRYKALIS,6
ZYGUCKA,6
ZYHULIA,6
ZYJER,6
ZYKIN,6
ZYLBERMAN,6
ZYLC,6
ZYLIŃSKA,6
ZYLM,6
ZYMIERA,6
ZYNELT,6
ZYNTERA,6
ZYRYANOVA,6
ŻABCZYK,6
ŻABIELSKA,6
ŻACHUŃ,6
ŻAMOJĆ,6
ŻARA,6
ŻARLIŃSKA,6
ŻARNATAL,6
ŻEBRACKI,6
ŻEBROŃSKA,6
ŻECHAŁKO,6
ŻECHOWICZ,6
ŻECZOW,6
ŻEGACZ,6
ŻEGADŁO,6
ŻEJMA,6
ŻELADONIS,6
ŻELAZKA,6
ŻELECHOWSKI,6
ŻELEWA,6
ŻELKOWSKA,6
ŻELMACHOWICZ,6
ŻELUBOWSKA,6
ŻEŁANIEC,6
ŻEMAŃCZYK,6
ŻEMIS,6
ŻEMOJĆ,6
ŻENGOTA,6
ŻENKIEWICZ,6
ŻENTAK,6
ŻERDEL,6
ŻEŻAK,6
ŻŁAK,6
ŻMILEWSKA,6
ŻOBEL,6
ŻOGŁO,6
ŻOŁAŃSKA,6
ŻOŁĄDECKA,6
ŻOŁNECKO,6
ŻONDLOWSKA,6
ŻONGOŁŁOWICZ,6
ŻONTAŁA,6
ŻOWCIUK,6
ŻÓCHOWSKA,6
ŻÓŁKWA,6
ŻÓŁTECKA,6
ŻÓRAWEK,6
ŻÓRAWOWICZ,6
ŻUBERSKA,6
ŻUBRIKOWSKA,6
ŻUCHALSKA,6
ŻUCZKIEWICZ,6
ŻUDRAK,6
ŻUJEW,6
ŻUKIAN,6
ŻULIŃCZUK VEL ZIELEŃCZUK,6
ŻURAWSKA VEL GRAJEWSKA,6
ŻWAWIEC,6
ŻYCHAJŁO,6
ŻYCZKIEWICZ,6
ŻYDOK,6
ŻYFKA-ZAGRODZIŃSKA,6
ŻYGADŁOWSKA,6
ŻYGAJDOWSKA,6
ŻYGÓLSKA,6
ŻYMINKOWSKA,6
ŻYRKA,6
ŻYSKO,6
ŻYSZCZAK,6
ŻYWAKOWSKA,6
ŻYWICZKO,6
AALTONEN,5
AAS,5
AASAR,5
ABAALI,5
ABACI,5
ABAH,5
ABAKANOWICZ,5
ABALI,5
ABALOS,5
ABASHYDZE,5
ABASSI,5
ABASZÓW,5
ABAYEVA,5
ABBEY,5
ABDEL HAMID,5
ABDEL SAMAD,5
ABDELHAKIM,5
ABDELHALIM,5
ABDELHAMED,5
ABDELLATIF,5
ABDELMOULA,5
ABDIIEVA,5
ABDINOVA,5
ABDIYEVA,5
ABDULHIEIEVA,5
ABDULKHALIKOVA,5
ABDULLATIF,5
ABDURAHMANI,5
ABDURAIMOVA,5
ABDURAKHIMOVA,5
ABDURASHYTOVA,5
ABEDINI,5
ABELAK,5
ABELDIAIEVA,5
ABERBUCH,5
ABERCROMBIE,5
ABERLE,5
ABISHEVA,5
ABMAN,5
ABMIOTKA,5
ABOU AMOU,5
ABOU BAKER,5
ABOU EL NAGA,5
ABOU RJEILY,5
ABOU SALEH,5
ABOUD,5
ÁBRAHÁM,5
ABRAHAMOWSKA,5
ABRAHAMÓW,5
ABRAMCZEWSKA,5
ABRAMIANTSEVA,5
ABRAMOWSKI,5
ABRAMYAN,5
ABRAZHAN,5
ABRAZHEI,5
ABRAZTSOVA,5
ABRICH,5
ABU,5
ABU SAMRA,5
ABUKAROVA,5
ABULAFIA,5
ABULEWICZ,5
ABUSELIDZE,5
ABUSHAMMALH,5
ABYZOVA,5
ABZIANIDZE,5
ABZON,5
ACCORDI,5
ACHAPOUSKAYA,5
ACHEAMPONG,5
ACHILOVA,5
ACHIM,5
ACHKAR,5
ACHKOUSKAYA,5
ACHRAMIEJ,5
ACHTER,5
AĆIMOVIĆ,5
ADA,5
ADACHI,5
ADAIR,5
ADAJEWA,5
ADAMAJĆ,5
ADAMAJT,5
ADAMANOVA,5
ADAMAŃCZYK,5
ADAMASCHEK,5
ADAMCZYK-NOWAK,5
ADAMENIA,5
ADAMIDIS,5
ADÁMKOVÁ,5
ADAMU,5
ADAN,5
ADARCZYK,5
ADASHKEVICH,5
ADASKA,5
ADASKO,5
ADEGBITE,5
ADEJUMO,5
ADENUGA,5
ADEOYE,5
ADETONA,5
ADEWALE,5
ADEWUSI,5
ADHAM,5
ADHAMI,5
ADIELIEVA,5
ADIIANOVA,5
ADIL,5
ADINTSOVA,5
ADIYAMAN,5
ADJEI,5
ADOLEWSKA,5
ADOLFSSON,5
ADOMAITIS,5
ADOMAJT,5
ADOMSKA,5
ADONAI,5
ADOUNI,5
ADRIANO,5
ADRIKOWSKA,5
ADRJAŃSKA,5
ADROWSKA,5
ADRYAŃSKA,5
ADZHAVENKO,5
ADZIARYKHA,5
ADZYMA,5
AFANASKINA,5
AFELDT,5
AFRIAT,5
AFRIDI,5
AFRIM,5
AFTANASHCHUK,5
AFTENI,5
AFZALI,5
AGAMURZAEVA,5
AGASHKOVA,5
AGASZKO,5
AGIEIEVA,5
AGOLLI,5
AGOSTINO,5
AGUINALDO,5
AGYEMANG,5
AHAPONOVA,5
AHARODNIKAVA,5
AHERNE,5
AHLERS,5
AHLUWALIA,5
AHMAD ZAI,5
AHMET,5
AHMO,5
AHO,5
AHRES,5
AHRYNENKO,5
AIDI,5
AIFELD,5
AISSAT,5
AISZ,5
AIUPOVA,5
AIZENMAN,5
AJCHELMAN,5
AJCHNER,5
AJECKA,5
AJIAMAH,5
AJNBINDER,5
AJON,5
AJZENBART,5
AJZNER,5
AKAD,5
AKARTEL,5
AKATIEVA,5
AKAVIA,5
AKAVOVA,5
AKBIYIK,5
AKBULATOVA,5
AKCZYŃSKA,5
ÅKESSON,5
AKHATOVA,5
AKHMADULLINA,5
AKHMED,5
AKHMETKHANOVA,5
AKHMIEDOVA,5
AKHRAMENIA,5
AKHRIEMOVA,5
AKHROMKINA,5
AKHRYMCHUK,5
AKHTAEVA,5
AKHTIAMOVA,5
AKHTYRTSEVA,5
AKIL,5
AKINDINOVA,5
AKINMOLAYAN,5
AKINSOLA,5
AKINYEMI,5
AKKERMANS,5
AKL,5
AKOBIA,5
AKOPDZHANIAN,5
AKOPOVI,5
AKOVA,5
AKRAMI,5
AKRYTOVA,5
AKSELRAD,5
AKSENCHYK,5
AKSENKO,5
AKSENTIIEVA,5
AKSENTIUK,5
AKSIUTCHYK,5
AKSZTULEWICZ,5
AKTEPE,5
AKULA,5
AKULSHYNA,5
AKUNEVICH,5
AKWANAZY,5
AL ABBAS,5
AL HASAN,5
AL KOUBAISY,5
AL NAJAR,5
AL SAAD,5
AL SHEIKH DEEB,5
AL TARTAIR,5
AL TLFAH,5
ALABINA,5
ALADKO,5
ALADYN,5
ALAGEZOVA,5
ALAI,5
ALAICHUK,5
ALAJSTER,5
ALAKHVERDOVA,5
ALALAWI,5
AL-ANI,5
ALANIA,5
ALANOWICZ,5
ALAS,5
AL-ASKARI,5
AL-BADRI,5
ALBAKOVA,5
ALBANSKA,5
ALBARAZI,5
ALBAY,5
ALBERDA,5
ALBERGHINI,5
ALBERTINI,5
ALBESHCHENKO,5
ALBIŃSKI,5
ALBREKHT,5
ALCARAZ,5
ALDABERGENOVA,5
ALDAG,5
ALDEMİR,5
ALDERSON,5
ALDONINA,5
ALDOORY,5
AL-DOURI,5
AL-DULAIMI,5
ALE MAGAR,5
ALEJO,5
ALEJUNAS,5
ALEKSANDROVIČ,5
ALEKSIDU,5
ALEKSIEJENKO,5
ALEKSIENKO,5
ALEKSIKOW,5
ALEKSIN,5
ALEKSIYCHUK,5
ALEKSZA,5
ALEROEVA,5
ALESHINA,5
ALESKEROVA,5
ALESSI,5
ALEXANDROVICH,5
ALFEROVICH,5
ALFRED,5
ALGHAMDI,5
AL-HADDAD,5
AL-HAMIS,5
ALHASH,5
ALHAYEK,5
ALIA,5
ALIAKSANDROVICH,5
ALIANA,5
ALIASIUK,5
ALIEKSEIEVA,5
ALIEKSINA,5
ALIFIER,5
ALIJEWICZ,5
ALIKHANIAN,5
ALIKHANOVA,5
ALIMANOVIĆ,5
ALISHOVA,5
ALIZAR,5
AL-JABER,5
ALKAYA,5
AL-KHAFAJI,5
ALKIER,5
ALLAKOVA,5
ALLAMODA,5
ALLI,5
ALLINA,5
ALLINSON,5
ALLOUSH,5
ALMALLAD,5
ALMAMEDOVA,5
AL-MASHHADANI,5
ALMASOVA,5
ALNIEWICZ,5
ALOIAN,5
ALOMARI,5
ALOSTA,5
ALPASLAN,5
ALPERIN,5
ALPIEIEVA,5
ALPOP,5
AL-QADERI,5
ALQAISI,5
ALROY,5
AL-SAKKAF,5
AL-SALEH,5
AL-SAMMARRAIE,5
AL-SHAMI,5
AL-SHARABI,5
ALSHEVSKA,5
ALSTER,5
ALTINKAYA,5
ALTINTOP,5
ALTNEDER,5
ALTRYCH,5
ALTUROWICZ,5
ALTYNBAIEVA,5
ALTYNBEKOVA,5
ALTYNTSEVA,5
ALVES DE OLIVEIRA,5
AL-YOUSEFI,5
ALZANOWSKA,5
ALZAYANY,5
AŁDA,5
AŁKOWSKA,5
AMAGOVA,5
AMAJEWA,5
AMALIA,5
AMANBAYEVA,5
AMANGELDIYEVA,5
AMANTAYEVA,5
AMANTE,5
AMANZHOL,5
AMARAL,5
AMARNANI,5
AMASHUKELI,5
AMBATI,5
AMBERG,5
AMBLER,5
AMBROSIONEK,5
AMBRUZD,5
AMBUR,5
AMEDOVA,5
AMELICHKINA,5
AMELYANOVICH,5
AMENDOLA,5
AMERKHANOVA,5
AMERLIK,5
AMERMAJSTER,5
AMES,5
AMIELIAŃCZYK,5
AMIETOVA,5
AMILIAŃCZYK,5
AMIRKHANIAN,5
AMISSAH,5
AMKHADOVA,5
AMKIEWICZ,5
AMOAH,5
AMONOVA,5
AMORE,5
AMORUSO,5
AMPUKAEVA,5
AMRAKHOVA,5
AMROŻEWICZ,5
AMRÓŻKIEWICZ,5
AMRYSZEWSKA,5
AMSTERDAMSKA,5
AMSTUTZ,5
AMSZEJ,5
AMUROVA,5
ANAÇ,5
ANADANI,5
ANANCHUK,5
ANANE,5
ANANEVA,5
ANANIAS,5
ANANIEVSKA,5
ANANIKIAN,5
ANASTASENKO,5
ANASTASIU,5
ANCZAREK,5
ANDALKIEWICZ,5
ANDAŚ,5
ANDAYA,5
ANDERLE,5
ANDERSKI,5
ANDJELKOVIĆ,5
ANDON,5
ANDRABULIAK,5
ANDRADA,5
ANDRANOVICH,5
ANDRASZKIEWICZ,5
ANDREAN,5
ANDREANI,5
ANDREJEC,5
ANDREJÓW,5
ANDREJUNAS,5
ANDRIANI,5
ANDRIASIAN,5
ANDRICH,5
ANDRIEIENKO,5
ANDRIEŞ,5
ANDRIIANTSEVA,5
ANDRIIASHYK,5
ANDRIIESHYN,5
ANDRIUSHKINA,5
ANDRJANIK,5
ANDRONANIS,5
ANDRONCHYK,5
ANDROSHULIK,5
ANDRUKHOVICH,5
ANDRULANIS,5
ANDRUSKA,5
ANDRYCA,5
ANDRYIENKA,5
ANDRYUSHCHENKO,5
ANDRZELACHAJ,5
ANDRZYN,5
ANDUSIAK,5
ANDZELA,5
ANENKOVA,5
ANEPIR,5
ANETCHENKO,5
ANFLINK,5
ANGELIS,5
ANGGRAENI,5
ANGHELUŞ,5
ANGIERSKA,5
ANGRICK,5
ANGYAL,5
ANHOLCER,5
ANICHIMOWSKA,5
ANIELSKA-MAZUR,5
ANISENKO,5
ANISKAVETS,5
ANISTRAT,5
ANNONI,5
ANNYUK,5
ANOSIKE,5
ANOSOWICZ,5
ANTA,5
ANTEK,5
ANTIMONOVA,5
ANTISHKO,5
ANTONIADIS,5
ANTONIČ,5
ANTONIĆ,5
ANTONIEVSKA,5
ANTONINAS,5
ANTONISHENA,5
ANTONOPOULOU,5
ANTOSHKOVA,5
ANTOSHYK,5
ANTOŚ,5
ANTOUN,5
ANTSYPOVICH,5
ANTUCHOWSKA,5
ANTULSKA,5
ANTYPOROWICZ,5
ANTYPOWICZ,5
ANUCHINA,5
ANWAND,5
ANZINA,5
AO,5
AOUAJ,5
APANASIONEK,5
APANASKO,5
APATOVA,5
APINYAN,5
APITZ,5
APLEVICH,5
APOLLONOVA,5
APPAZOVA,5
APPLEBAUM,5
APPLEBY,5
APREA,5
APRESYAN,5
APRUZZESE,5
APRYCZYN,5
APTE,5
APTER,5
APUSIEVA,5
ARABACI,5
ARAGON,5
ARAKH,5
ARAMIAN,5
ARANCIBIA,5
ARANSKAYA,5
ARAUJO,5
ARBAITER,5
ARBUSZEWICZ,5
ARCA,5
ARCHANGIELSKA,5
ARCHIMIEŃCZUK,5
ARCIAGA,5
ARCISZEWSKI,5
ARCIUK,5
ARCUSCHIN,5
ARDIA,5
ARDITI,5
ARDOWSKA,5
ARDYSHEVA,5
ARDZIUK,5
AREDOVA,5
AREFEVA,5
AREKHOUSKAYA,5
AREKHTA,5
ARENDERSKA,5
ARESHCHANKA,5
ARGIROWA,5
ARGO,5
ARHAT,5
ARININA,5
ARINKINA,5
ARINO,5
ARINUSHKINA,5
ARKANOVA,5
ARKATYN,5
ARKHANGELSKAYA,5
ARKHYMOVYCH,5
ARKIEWICZ,5
ARKUTOWSKA,5
ARLET-GŁOWACKA,5
ARMANOWICZ,5
ARMASAR,5
ARMATEZ,5
ARMBRECHT,5
ARMUDOWICZ,5
ARNAS,5
ARND,5
ARNESEN,5
ARNOLDES,5
AROL,5
AROMIN,5
ARONSSON,5
AROSIMCZYK,5
AROUS,5
ARSENI,5
ARSHAKIAN,5
ARSHAVA,5
ARSIRII,5
ARSUNKAEVA,5
ARSZ,5
ARSZULIK,5
ARTEMOVETS,5
ARTIEIEVA,5
ARTIMIONKO,5
ARTIMIWA,5
ARTKE,5
ARTOWSKA,5
ARTSISHEUSKAYA,5
ARTSISHEVSKA,5
ARTSIUSHCHYK,5
ARTSUEVA,5
ARTYNOWICZ,5
ARTYUSHENKO,5
ARTZ,5
ARUCZAN,5
ARUSHANYAN,5
ARUSTAMIAN,5
ARUTJUNJAN,5
ARUTUNIAN,5
ARWAI,5
ARYKU,5
ARYSS,5
ARYVANIUK,5
ASABINA,5
ASARABOWSKA,5
ASATUROVA,5
ASCHER,5
ASCHICK,5
ASCIONE,5
ASEJCZYK,5
ASGARLI,5
ASHAROVA,5
ASHFAQ,5
ASHYKHINA,5
ASIANAVA,5
ASIKAINEN,5
ASIS,5
ASKA,5
ASKARBEKOVA,5
ASKERKA,5
ASKIEROVA,5
ASLANER,5
ASLLANI,5
ASŁAMOWICZ,5
ASMAKOVSKA,5
ASMANN,5
ASMARIAN,5
ASON,5
ASPERSKA,5
ASRYAN,5
ASSENDRYCH,5
ASSYNGIER,5
ASTAPAVA,5
ASTAPIUK,5
ASTASEWICZ,5
ASTEL,5
ASTINI,5
ASTON,5
ASTRAVUKH,5
ASZAKIEWICZ,5
ATABAY,5
ATALAR,5
ATANOWICZ,5
ATAYAN,5
ATCHESON,5
ATŁASIEWICZ,5
ATŁASIŃSKA,5
ATMAŃSKA,5
ATOKA,5
ATORINA,5
ATROSHKA,5
ATROSHKINA,5
ATSAEVA,5
ATSMON,5
ATUĞ,5
ATWAL,5
ATZENI,5
AUCHARENKA,5
AUDUL,5
AUGARTEN,5
AUGEREAU,5
AUGIEWICZ,5
AUGUFF,5
AUGUSTE,5
AUGUSTIK,5
AUGUSTIS,5
AUGUSTJAŃSKA,5
AUGUSTOWSKI,5
AUGUSTÓW,5
AUKINA,5
AUKSZTEN,5
AUMER,5
AUMUELLER,5
AURANG,5
AURELIO,5
AUSEYENKA,5
AUSTER,5
AUTUKHOVICH,5
AVCU,5
AVDIIEVSKA,5
AVDIUSHKINA,5
AVDOSHKINA,5
AVELLA,5
AVERCHENKOVA,5
AVHUSTINOVA,5
AVHUSTYN,5
AVITAN,5
AVIZHYCH,5
AVLASENKO,5
AVRAMIDI,5
AVRIL,5
AVTUKHOVA,5
AWA,5
AWDEJUK,5
AWIERIANÓW,5
AWIŁŁO,5
AWŁASIEWICZ,5
AWRAMCZUK,5
AWSIUK,5
AYCAN,5
AYDAMIROVA,5
AYDOGAN,5
AYDOGDU,5
AYELE,5
AYER,5
AYIK,5
AYMERICH-WIECZOREK,5
AYOUBI,5
AYSON,5
AZA,5
AZAM,5
AZAMI,5
AZARYAN,5
AZEEM,5
AZENCOT,5
AZENKO,5
AZER,5
AZIM,5
BAARS,5
BAASANJAV,5
BAASNER,5
BABALOLA,5
BABARIKA,5
BABARYK,5
BABASH,5
BABAT,5
BABAYOFF,5
BABCOCK,5
BABCZONEK,5
BABCZYN,5
BABECHKO,5
BABECZKO,5
BABEJ,5
BABI,5
BABICKI,5
BABIKER,5
BABINSKI,5
BABIŃCZAK,5
BABISH,5
BABISZAK,5
BABLOIAN,5
BABROVICH,5
BABUKA,5
BABUNASHVILI,5
BABUSHKO,5
BABUSZKA,5
BABYNSKA,5
BABYSHEVA,5
BACCAGLINI,5
BACHAROVA,5
BACHEŃ,5
BACH-GOWIŃSKA,5
BACHKALO,5
BACHLEDA-BACA,5
BACHLEDA-TADZIAK,5
BACHLEDA-ZAWACKA,5
BACHOK,5
BACHTIN,5
BACHYN,5
BACHYSH,5
BACZKOWSKI,5
BACZOR,5
BACZTUB,5
BACZUN,5
BACZYŃSKA-ŚLIWA,5
BADAŁOW,5
BADANKO,5
BĂDĂRĂU,5
BADARCH,5
BADASZKO,5
BADETSKA,5
BADIČ,5
BADIN,5
BADJIE,5
BADOR,5
BADROVA,5
BADSUNG,5
BADYHA,5
BADYLOWSKA,5
BADYOCZEK,5
BADYVA,5
BADZAI,5
BADŹMIERA,5
BAERMANN,5
BAGANZ,5
BAGASHVILI,5
BAGATELLA,5
BAGDASAROVA,5
BAGE,5
BAGEHORN,5
BAGLADZIS,5
BAGNO,5
BAGRODZKA,5
BAGROVA,5
BAGSCHIK,5
BAGUDA,5
BAHALIKA,5
BAHAMAZAVA,5
BAHATA,5
BAHATYREVICH,5
BAHEL,5
BAHI,5
BAHIA,5
BAHISHEVA,5
BAHLAY,5
BAHN,5
BAHRY,5
BAHUTA,5
BAIBUZENKO,5
BAICHURA,5
BAIDACHNA,5
BAIDALOVA,5
BAIDAURI,5
BAIDELIUK,5
BAIDENKO,5
BAIDUK,5
BAIDUZHA,5
BAIHER,5
BAIKHANOVA,5
BAILEMA,5
BAIMURATOVA,5
BAINCZYK,5
BAINKA,5
BAIOROK,5
BAIRAMOVI,5
BAISA,5
BAISINGER,5
BAITSAN,5
BAITSER,5
BAITSURAK,5
BAIURSKA,5
BAIUSOVA,5
BAJASKIN,5
BAJBOR,5
BAJBUR,5
BAJCZENKO,5
BAJERLAIN,5
BAJERSKI,5
BAJKACZ,5
BAJKUDI,5
BAJL,5
BAJŁA,5
BAJOS,5
BAJPAI,5
BAJSKA,5
BAJTLER,5
BAJURNY,5
BAJURUNUS,5
BAKAEVA,5
BAKALCHUK,5
BAKALEINYK,5
BAKAŁOWA,5
BAKANAVA,5
BAKANOUSKAYA,5
BAKARANDZE,5
BAKARDZHIEVA,5
BAKAS,5
BAKERENKOVA,5
BAKES,5
BAKHAUS,5
BAKHINA,5
BAKHMAIER,5
BAKHMETENKO,5
BAKHMUROVA,5
BAKHRIEVA,5
BAKHURINSKA,5
BAKIEVA,5
BAKIRSKA,5
BAKKE,5
BAKKEN,5
BAKLIAK,5
BAKLYKOVA,5
BAKONIS,5
BAKONIUK,5
BAKÓ,5
BAKREVA,5
BAKSHYNA,5
BAKULA,5
BAKULIEVA,5
BALABUSHKO,5
BALACHA,5
BALAHANSKA,5
BALAHUDA,5
BALAKCHI,5
BALAKHANOVA,5
BALAKIREVA,5
BALAKISHIEVA,5
BALAKLEISKA,5
BALAKOVA,5
BALALA,5
BALALYA,5
BALANO,5
BALANOWSKA,5
BALANSKA,5
BALANYK,5
BALANYUK,5
BALART,5
BALASHEVICH,5
BALAYEVA,5
BALBEKINA,5
BALBIRER,5
BALCEREWICZ,5
BALCEŻYK,5
BALCZARCZYK,5
BALCZUS,5
BALDAK,5
BALDOCK,5
BALDUJEW,5
BALDUK,5
BALDZHY,5
BALIABAS,5
BALIEIEVA,5
BALIKA,5
BALIKO,5
BALKAO,5
BALKOVSKA,5
BALLASCHK,5
BALLERSTÄDT,5
BALLESTER,5
BALLINGALL,5
BALLUCH,5
BALMES,5
BALNIS,5
BALOBAN,5
BALOBANOVA,5
BALODE,5
BALOHA,5
BALOKH,5
BALONIAK,5
BALONINA,5
BALOSHENKO,5
BALSAMO,5
BALTADZIS,5
BALTAROVYCH,5
BALTAZHY,5
BALTROS,5
BALTRUKIEWICZ,5
BALTRUSZA,5
BALUNOWSKA,5
BALUSHOK,5
BAŁACHWIEJ,5
BAŁASZEWSKA,5
BAŁATKA,5
BAŁCYRZAK,5
BAŁDUN,5
BAŁDYKOWSKA,5
BAŁEMBA,5
BAŁOBAN,5
BAŁSZEWSKA,5
BAŁTAKI,5
BAŁTENBACH,5
BAŁTULIS,5
BAMBECKA,5
BAMBERG,5
BAMBULA,5
BANAD,5
BANBURSKA,5
BANCERSKA,5
BANCHUK,5
BANCMER,5
BANCZAROWSKA,5
BANCZEROWSKA,5
BANDALET,5
BANDAŁOWSKA,5
BANDEMER,5
BANDOMIR,5
BANDT,5
BANDUREWICZ,5
BANDURÓW,5
BANDZIUL,5
BANGURA,5
BANIELEWICZ,5
BANIYA,5
BANKEWICZ,5
BANKIET,5
BANKINA,5
BANNIK,5
BANOTH,5
BANTEA,5
BANUDZ,5
BANYLIVSKA,5
BAŃKOWICZ,5
BAR TAL,5
BARABOLIUK,5
BARACHOW,5
BARADYN,5
BARADZINO,5
BARAGHIN,5
BARAKHTA,5
BARAKINA,5
BARAN-BARAŃSKA,5
BARANEVYCH,5
BARANIEI,5
BARANKO,5
BARÁNKOVÁ,5
BARANYCH,5
BARASHEVA,5
BARAVETS,5
BARAZNOWSKA,5
BARBAK,5
BARBALAT,5
BARBAN,5
BARBANOVA,5
BARBASZ,5
BARBERA,5
BARBINIAHRA,5
BARBULAT,5
BARBULETIS,5
BARCICHOWSKA,5
BARCIKOWSKI,5
BARCISZYN,5
BARDEHA,5
BARDET,5
BARDOGA,5
BARDOVA,5
BARDYŃ,5
BARDZICKA,5
BARDZY,5
BAREJSZA,5
BARETSKAYA,5
BARGIELA,5
BARGILEWICZ,5
BARHAMON,5
BARHYLEVYCH,5
BARKHOLENKO,5
BARKLEY,5
BARKOWSKI,5
BARLADIN,5
BARLET,5
BARLOZHETSKA,5
BARMAN,5
BARNABY,5
BARNASIUK,5
BARNEA,5
BARNET,5
BARO,5
BAROKHA,5
BARONOVA,5
BARREDO,5
BARRI,5
BARRIENTOS,5
BARRINGTON,5
BARSHCHOVA,5
BARSHCHYK,5
BARSKOVA,5
BARSZCZYK-RAPACZ,5
BARTASUN,5
BARTHOLOMEW,5
BARTŁOMIEJSKA,5
BARTOSHEK,5
BARTOVA,5
BARTSCHAK,5
BARTSEVA,5
BARTSYTSKA,5
BARTUM,5
BARUN,5
BARVYNSKA,5
BARWICKI,5
BARYCHKA,5
BARYLEWSKA,5
BARYLNYK,5
BARYLSKI,5
BARYMÓW,5
BARYŃSKA,5
BARYSHCHUK,5
BARZANT,5
BASALKO,5
BASARIA,5
BĂSARU,5
BASAVETS,5
BASCO,5
BASENIUK,5
BASEVICH,5
BASHARAT,5
BASHLAIEVA,5
BASHMANOVA,5
BASHMAT,5
BASHTYK,5
BASILEWSKA,5
BASIŃSKI,5
BASIOK,5
BASIORA,5
BASZEK,5
BATARON,5
BATASHCHUK,5
BATASZOW,5
BATIG,5
BATIN,5
BATIST,5
BATMUNKH,5
BATNIA,5
BATO,5
BATRYMENKO,5
BATRYNIUK,5
BATSANSKA,5
BATSIUN,5
BATTAL,5
BATURENKO,5
BATUSHAN,5
BATYHINA,5
BATYI,5
BATYRBEKOVA,5
BATYREVA,5
BATYRIEVA,5
BATZIK,5
BAUCHROWITZ,5
BAUDET,5
BAUDYSZ,5
BAUGH,5
BAUMATZ,5
BAUMGARTL,5
BAUMILLER,5
BAUSHKO,5
BAUTINA,5
BAUTSZ,5
BAUZHADZE,5
BAVILSKA,5
BAVOLSKA,5
BAVTRO,5
BAWERSKA,5
BAWĘDA,5
BAWIŃSKA,5
BAYARCHYK,5
BAYINDIR,5
BAYKAL,5
BAYLEY,5
BAYRI,5
BAZANOWICZ,5
BAZARBAYEVA,5
BAZARKIN,5
BAZAVLUTSKA,5
BAZELCHUK,5
BAZELUK,5
BAZHAL,5
BAZHOVSKA,5
BAZIIEVSKA,5
BAZIKALO,5
BAZILIUK,5
BAZUN,5
BAZYCHENKO,5
BAZYLY,5
BAŻAŃSKA,5
BĄBLOWSKA,5
BĄCHORT,5
BĄDAŚ,5
BĄDŹWÓL,5
BĄKROWSKA,5
BĄŃCZYK,5
BEAUDOIN,5
BEAUPRÉ,5
BEBEŃCA,5
BEBIA,5
BEBYK,5
BEBYNEK-BIELAŃSKA,5
BECHEBA,5
BECKENDORF,5
BECKERMANN,5
BEDCZAK,5
BEDENIUK,5
BEDNARIK,5
BEDNARYK,5
BEDNASZ,5
BEDREJCZUK,5
BEDRONEK,5
BEDRYCHUK,5
BEDUN,5
BEDUNKEVICH,5
BEDZ,5
BEEDLE,5
BEERENS,5
BEERS,5
BEFFINGER,5
BEGG,5
BEGICZ,5
BEGOWSKA,5
BEHL,5
BEHLA,5
BEHMETIUK,5
BEHNAM,5
BEHRMANN,5
BEHUR,5
BEIMCIK,5
BEINIA,5
BEIZYK,5
BEIZYN,5
BEJAR,5
BEJDO,5
BEJNISZ,5
BEJTNER,5
BEKALIUK,5
BEKASZYŃSKA,5
BEKE,5
BEKENOVA,5
BEKHTKHOLD,5
BEKISCH,5
BEKMURZAEVA,5
BEKTEMIROVA,5
BELAIA,5
BELAKHVOSTSIK,5
BÉLANGER,5
BELASHENKO,5
BELATTAR,5
BELAZAROVICH,5
BELAZIORAVA,5
BELC,5
BELCHER,5
BELCHYK,5
BELDZIUK,5
BELECHOWICZ,5
BELESTA,5
BELEVICH,5
BELFER,5
BELIAI,5
